Label,WHO Location,Normalized Who Location,What Changed
BL 22,"In the lumbar region, at the same level as the inferior border of the spinous process of the first lumbar vertebra (L1), 1.5 B-cun lateral to the posterior median line.","In the lumbar region, at the same level as the inferior border of the spinous process of the first lumbar vertebra (L1), 1.5 B-cun lateral to the posterior median line.",No changes needed.
BL 23,"In the lumbar region, at the same level as the inferior border of the spinous process of the second lumbar vertebra (L2), 1.5 B- cun lateral to the posterior median line.","In the lumbar region, at the same level as the inferior border of the spinous process of the second lumbar vertebra (L2), 1.5 B-cun lateral to the posterior median line.",closed the erroneous space in 'B- cun' to 'B-cun'.
BL 24,"In the lumbar region, at the same level as the inferior border of the spinous process of the third lumbar vertebra (L3), 1.5 B-cun lateral to the posterior median line.","In the lumbar region, at the same level as the inferior border of the spinous process of the third lumbar vertebra (L3), 1.5 B-cun lateral to the posterior median line.",No changes needed.
BL 25,"In the lumbar region, at the same level as the inferior border of the spinous process of the fourth lumbar vertebra (L4), 1.5 B- cun lateral to the posterior median line.","In the lumbar region, at the same level as the inferior border of the spinous process of the fourth lumbar vertebra (L4), 1.5 B-cun lateral to the posterior median line.",closed the erroneous space in 'B- cun' to 'B-cun'.
BL 26,"In the lumbar region, at the same level as the inferior border of the spinous process of the fifth lumbar vertebra (L5), 1.5 B-cun lateral to the posterior median line.","In the lumbar region, at the same level as the inferior border of the spinous process of the fifth lumbar vertebra (L5), 1.5 B-cun lateral to the posterior median line.",No changes needed.
BL 27,"In the sacral region, at the same level as the first posterior sacral foramen, and 1.5 B-cun lateral to the median sacral crest. Note: At the same level as BL31.","In the sacral region, at the same level as the first posterior sacral foramen, and 1.5 B-cun lateral to the median sacral crest.
- Note: At the same level as BL 31.",normalized acupoint code 'BL31' to 'BL 31'; moved 'Note' to a new line prefixed with '- '.
BL 28,"In the sacral region, at the same level as the second posterior sacral foramen, and 1.5 B-cun lateral to the median sacral crest. Note: At the same level as BL32.","In the sacral region, at the same level as the second posterior sacral foramen, and 1.5 B-cun lateral to the median sacral crest.
- Note: At the same level as BL 32.",normalized acupoint code 'BL32' to 'BL 32'; moved 'Note' to a new line prefixed with '- '.
BL 29,"In the sacral region, at the same level as the third posterior sacral foramen, 1.5 B-cun lateral to the median sacral crest. Note: At the same level as BL33.","In the sacral region, at the same level as the third posterior sacral foramen, 1.5 B-cun lateral to the median sacral crest.
- Note: At the same level as BL 33.",normalized acupoint code 'BL33' to 'BL 33'; moved 'Note' to a new line prefixed with '- '.
BL 30,"In the sacral region, at the same level as the fourth posterior sacral foramen, 1.5 B-cun lateral to the median sacral crest. Note: 1.5 B-cun lateral to the sacral hiatus, at the same level as BL34.","In the sacral region, at the same level as the fourth posterior sacral foramen, 1.5 B-cun lateral to the median sacral crest.
- Note: 1.5 B-cun lateral to the sacral hiatus, at the same level as BL 34.",normalized acupoint code 'BL34' to 'BL 34'; moved 'Note' to a new line prefixed with '- '.
BL 31,"In the sacral region, in the first posterior sacral foramen. Note: The first posterior sacral foramen is palpated in the depression, moving superiorly from BL32.","In the sacral region, in the first posterior sacral foramen.
- Note: The first posterior sacral foramen is palpated in the depression, moving superiorly from BL 32.",normalized acupoint code 'BL32' to 'BL 32'; moved 'Note' to a new line prefixed with '- '.
BL 32,"In the sacral region, in the second posterior sacral foramen. Note: The second posterior sacral foramen is located in the depression, midway be- tween the posterior superior iliac spine and the spinous process of the second sacral vertebra.","In the sacral region, in the second posterior sacral foramen.
- Note: The second posterior sacral foramen is located in the depression, midway between the posterior superior iliac spine and the spinous process of the second sacral vertebra.",rejoined split word 'be- tween' into 'between'; moved 'Note' to a new line prefixed with '- '.
BL 33,"In the sacral region, in the third posterior sacral foramen. Note: The third posterior sacral foramen is located in the first depression, moving downward from BL32.","In the sacral region, in the third posterior sacral foramen.
- Note: The third posterior sacral foramen is located in the first depression, moving downward from BL 32.",normalized acupoint code 'BL32' to 'BL 32'; moved 'Note' to a new line prefixed with '- '.
BL 34,"In the sacral region, in the fourth posterior sacral foramen. Note: The fourth posterior sacral foramen is located in the second depression, moving downward from BL32, at the same level as the sacral hiatus.","In the sacral region, in the fourth posterior sacral foramen.
- Note: The fourth posterior sacral foramen is located in the second depression, moving downward from BL 32, at the same level as the sacral hiatus.",normalized acupoint code 'BL32' to 'BL 32'; moved 'Note' to a new line prefixed with '- '.
BL 35,"In the buttock region, 0.5 B-cun lateral to the extremity of the coccyx. Note: The subject may be in prone position or knee-chest position. BL35 is located at the soft depression lateral to the extremity of the coccyx.","In the buttock region, 0.5 B-cun lateral to the extremity of the coccyx.
- Note: The subject may be in prone position or knee-chest position. BL 35 is located at the soft depression lateral to the extremity of the coccyx.",normalized acupoint code 'BL35' to 'BL 35'; moved 'Note' to a new line prefixed with '- '.
BL 36,"In the buttock region, at the midpoint of the gluteal fold.","In the buttock region, at the midpoint of the gluteal fold.",No changes needed.
BL 37,"On the posterior aspect of the thigh, between the biceps femoris and the semitendinosus muscles, 6 B-cun inferior to the gluteal fold. Note 1: In the prone position, the semitendinosus and the biceps femoris muscles are more distinct when the knee is flexed against resistance. In addition, it is easier to find the two muscles with internal and external rotation of the hip. Note 2: 1 B-cun superior to the midpoint of the line connecting BL36 with BL40.","On the posterior aspect of the thigh, between the biceps femoris and the semitendinosus muscles, 6 B-cun inferior to the gluteal fold.
- Note 1: In the prone position, the semitendinosus and the biceps femoris muscles are more distinct when the knee is flexed against resistance. In addition, it is easier to find the two muscles with internal and external rotation of the hip.
- Note 2: 1 B-cun superior to the midpoint of the line connecting BL 36 with BL 40.",normalized acupoint code 'BL36' to 'BL 36'; normalized acupoint code 'BL40' to 'BL 40'; moved 'Note' to a new line prefixed with '- '.
BL 38,"On the posterior aspect of the knee, just medial to the biceps femoris tendon, 1 B-cun proximal to the popliteal crease. Note: With the knee in slight flexion, BL38 is located medial to the biceps femoris ten- don, 1 B-cun proximal to BL39.","On the posterior aspect of the knee, just medial to the biceps femoris tendon, 1 B-cun proximal to the popliteal crease.
- Note: With the knee in slight flexion, BL 38 is located medial to the biceps femoris tendon, 1 B-cun proximal to BL 39.","rejoined split word 'ten- don,' into 'tendon,'; normalized acupoint code 'BL38' to 'BL 38'; normalized acupoint code 'BL39' to 'BL 39'; moved 'Note' to a new line prefixed with '- '."
BL 39,"On the posterolateral aspect of the knee, just medial to the biceps femoris tendon in the popliteal crease. Note: The biceps femoris tendon is more prominent when the knee is slightly flexed.","On the posterolateral aspect of the knee, just medial to the biceps femoris tendon in the popliteal crease.
- Note: The biceps femoris tendon is more prominent when the knee is slightly flexed.",moved 'Note' to a new line prefixed with '- '.
BL 40,"On the posterior aspect of the knee, at the midpoint of the popliteal crease.","On the posterior aspect of the knee, at the midpoint of the popliteal crease.",No changes needed.
BL 41,"In the upper back region, at the same level as the inferior border of the spinous process of the second thoracic vertebra (T2), 3 B-cun lateral to the posterior median line. Note: BL41 and BL12 are located at the same level as the inferior border of the spinous process of the second thoracic vertebra (T2).","In the upper back region, at the same level as the inferior border of the spinous process of the second thoracic vertebra (T2), 3 B-cun lateral to the posterior median line.
- Note: BL 41 and BL 12 are located at the same level as the inferior border of the spinous process of the second thoracic vertebra (T2).",normalized acupoint code 'BL41' to 'BL 41'; normalized acupoint code 'BL12' to 'BL 12'; moved 'Note' to a new line prefixed with '- '.
