"Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment","","","","","","","","","","","","","","","","","",""
"uri not found","The Effect of Acupuncture on Improving the Quality of Life of Cerebral Palsy Patients","MS 6, MS 14, MS 9, MS 8, EX  HN 1, MS 10, MS 11, MS 13","MS 6, MS 14, MS 9, MS 8, EX  HN 1, MS 10, MS 11, MS 13","Sishencong","MS 6, MS 14, MS 9, MS 8, MS 10, MS 11, MS 13","TARA:9610280","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0966-6532(98)00049-3","The effect of acupuncture on pain and swelling after day case molar teeth extraction under general anaesthesia","Colon 4, Stomach 6","Colon 4, Stomach 6","LI 4, ST 6","","TARA:0859695, TARA:7834226","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/rheumatology/38.9.864","The effect of acupuncture on patients with rheumatoid arthritis: a randomized, placebo-controlled cross-over study","Li 3","Li 3","LI 3","","TARA:7867167","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/17955657.0/","The Effect of Acupuncture on Plasma Endothelin Content in Cerebral Infarction Patients","LI 4, LI 11, TE 5, ST 36, ST 34, ST 41, GB 20, LR 3","LI 4, LI 11, TE 5, ST 36, ST 34, ST 41, GB 20, LR 3","LI 4, LI 11, TE 5, ST 36, ST 34, ST 41, GB 20, LR 3","","TARA:0859695, TARA:8923096, TARA:8393005, TARA:6463344, TARA:8773594, TARA:6019290, TARA:2324295, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2010.0380","The Effect of Acupuncture on Psychosocial Outcomes for Women Experiencing Infertility: A Pilot Randomized Controlled Trial","PC 6, PC 5, HT 5, HT 7","PC 6, PC 5, HT 5, HT 7","PC 6, PC 5, HT 5, HT 7","","TARA:4311153, TARA:6477399, TARA:1282828, TARA:2442762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/0030-4220(92)90124-9","The effect of acupuncture on salivary flow rates in patients with xerostomia","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/12596615.0/","The Effect of Acupuncture on the Acute Withdrawal Symptoms from Rapid Opiate Detoxification","L 14, PC 6, ST 36, HT 7, LR 3, DU 14, DU 20","L 14, PC 6, ST 36, HT 7, LR 3, DU 14, DU 20","PC 6, ST 36, HT 7, LR 3, GV 14, GV 20","L 14","TARA:4311153, TARA:6463344, TARA:2442762, TARA:6499349, TARA:8452754, TARA:3386254","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X02000363","The Effect of Acupuncture on the Coronary Arteries as Evaluated by Coronary Angiography: A Preliminary Report","EH 6","EH 6","","EH 6","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1046/j.1365-2044.1998.00535.x","The effect of acupuncture on the incidence of postextubation laryngospasm in children","L 11, Li 1","L 11, Li 1","LU 11, LI 1","","TARA:0831517, TARA:6314936","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.22.1.14","The effect of acupuncture on the symptoms of knee osteoarthritis--an open randomised controlled study","LI 4, SP 10, Xiyan, SP 9, GB 34, ST 36, LR 3, BL 40, BL 51","LI 4, SP 10, Xiyan, SP 9, GB 34, ST 36, LR 3, BL 40, BL 51","LI 4, SP 10, Xiyan, SP 9, GB 34, ST 36, LR 3, BL 40, BL 51","","TARA:0859695, TARA:8433932, TARA:0926802, TARA:3553465, TARA:8758950, TARA:6463344, TARA:6499349, TARA:5290080, TARA:4667633","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jams.2012.12.006","The Effect of Acupuncture on Working Memory and Anxiety *","EX-HN 1, GV 24, EX-HN 3, HT 7, PC 6, KD 3","EX-HN 1, GV 24, EX-HN 3, HT 7, PC 6, KD 3","Sishencong, GV 24, Yintang, HT 7, PC 6, KI 3","","TARA:9610280, TARA:7679931, TARA:3135569, TARA:2442762, TARA:4311153, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
"uri not found","The effect of acupuncture versus ultrasound on pain level, grip strength and disability in individuals with lateral epicondylitis: A pilot study","LI 4, TWS, LI 10, LI 14, LI 12","LI 4, TWS, LI 10, LI 14, LI 12","LI 4, LI 10, LI 14, LI 12","TWS","TARA:0859695, TARA:0742938, TARA:3744150, TARA:9554328","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/jwh.2008.1005","The Effect of Auricular Acupuncture in Obese Women: A Randomized Controlled Trial","hunger point, shenmen point, stomach point, endocrine point","hunger point, ear shenmen, stomach point, endocrine point","","hunger point, ear shenmen, stomach point, endocrine point","","","added ""ear""","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1046/j.1365-2044.2002.02832.x","The effect of auricular acupuncture on anaesthesia with desflurane","TF 4, AT 3, AH 9, CO 4","TF 4, AT 3, AH 9, CO 4","LI 4","TF 4, AT 3, AH 9","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/AJP.0b013e3181fd516c","The Effect of Auricular Acupuncture on Fentanyl Requirement During Hip Arthroplasty A Randomized Controlled Trial","MA-AH 4, MA-TF 1, MA-IC 1","MA-AH 4, MA-TF 1, MA-IC 1","","MA-AH 4, MA-TF 1, MA-IC 1","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X99000045","The Effect of Auricular Acupuncture on Olfactory Acuity","Lung Point","Lung Point","","Lung Point","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/01612840290052631","The effect of auricular acupuncture on psychophysiological measures of cocaine craving","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1526-4637.2010.01051.x","The Effect of Brief Electrical and Manual Acupuncture Stimulation on Mechanical Experimental Pain","LI 4, LI 11","LI 4, LI 11","LI 4, LI 11","","TARA:0859695, TARA:8923096","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jbmt.2013.11.009","The effect of dry needling for myofascial trigger points in the neck and shoulders: A systematic review and meta-analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s10067-012-2112-3","The effect of dry needling in the treatment of myofascial pain syndrome: a randomized double-blinded placebo-controlled trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/12014128.0/","The Effect of Electro-Acupuncture on Motor Function Recovery in Patients with Acute Cerebral Infarction: A Randomly Controlled Trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.apmr.2006.10.034","The Effect of Electro-Acupuncture on Spasticity of the Wrist Joint in Chronic Stroke Survivors","LI 4, SI 3, TW 5, LI 11, LI 10, LI 15","LI 4, SI 3, TW 5, LI 11, LI 10, LI 15","LI 4, SI 3, TE 5, LI 11, LI 10, LI 15","","TARA:0859695, TARA:0220496, TARA:8393005, TARA:8923096, TARA:0742938, TARA:7829474","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ejpain.2007.10.003","The effect of electroacupuncture on opioid-like medication consumption by chronic pain patients: A pilot randomized controlled clinical trial","LI 10, LI 4, ST 36, ST 40","LI 10, LI 4, ST 36, ST 40","LI 10, LI 4, ST 36, ST 40","","TARA:0742938, TARA:0859695, TARA:6463344, TARA:9531666","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0304-3959(02)00261-0","The effect of high and low frequency electroacupuncture in pain after lower abdominal surgery","ST 36","ST 36","ST 36","","TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/00000539-200102000-00038","The Effect of Montage on the Analgesic Response to Percutaneous Neuromodulation Therapy","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1046/j.1365-2044.1999.01030.x","The effect of pre-emptive acupuncture treatment on analgesic requirements after day-case knee arthroscopy","SP 9, SP 10, ST 34, ST 36","SP 9, SP 10, ST 34, ST 36","SP 9, SP 10, ST 34, ST 36","","TARA:3553465, TARA:8433932, TARA:8773594, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/107555303322524508","The Effect of Prophylactic Acupuncture Treatment in Women with Recurrent Cystitis: Kidney Patients Fare Better","BL 23, KI 3, CV 3, SP 6, BL 28, ST 36, SP 9, LR 3","BL 23, KI 3, CV 3, SP 6, BL 28, ST 36, SP 9, LR 3","BL 23, KI 3, CV 3, SP 6, BL 28, ST 36, SP 9, LR 3","","TARA:0992296, TARA:4362146, TARA:0022762, TARA:4385250, TARA:5318530, TARA:6463344, TARA:3553465, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.apmr.2004.10.037","The Effect of Real and Sham Acupuncture on Thermal Sensation and Thermal Pain Thresholds","TE 5, LI 11","TE 5, LI 11","TE 5, LI 11","","TARA:8393005, TARA:8923096","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.16.1.10","The Effect of Timing of PC.6 Acupuncture on Post  Operative Vomiting Following Major Gynaecological Surgery","P 6","P 6","PC 6","","TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/MD.0000000000000933","The Effectiveness and Safety of Acupuncture for Patients With Alzheimer Disease A Systematic Review and Meta-Analysis of Randomized Controlled Trials","GV 20, ST 36, SP 10, EX 1, KI 3, GV 14, CV 17, CV 12, CV 6, TE 5, GB 39, PC 6, BL 23, GV 29, SP 6, KI 4","","","","","","review - take out points","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2016/5191729","The Effectiveness and Safety of Acupuncture for Patients with Chronic Urticaria: A Systematic Review","SP 10, ST 36, LI 11, SP 6, LI 4, BL 20, BL 18, GV 11","SP 10, ST 36, LI 11, SP 6, LI 4, BL 20, BL 18, GV 11","SP 10, ST 36, LI 11, SP 6, LI 4, BL 20, BL 18, GV 11","","TARA:8433932, TARA:6463344, TARA:8923096, TARA:4385250, TARA:0859695, TARA:3283628, TARA:9655874, TARA:8300996","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s00520-014-2161-z","The effectiveness and safety of moxibustion for treating cancer-related fatigue: a systematic review and meta-analyses","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.23.2.70","The effectiveness of acupuncture for depression -a systematic review of randomised controlled trials","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2012-010183","The effectiveness of acupuncture for plantar heel pain: a systematic review","PC 7, LI 4, KI 3, BL 60, SP 6, GB 39, ST 7, BL 61","PC 7, LI 4, KI 3, BL 60, SP 6, GB 39, ST 7, BL 61","PC 7, LI 4, KI 3, BL 60, SP 6, GB 39, ST 7, BL 61","","TARA:9020892, TARA:0859695, TARA:4362146, TARA:5047947, TARA:4385250, TARA:3770332, TARA:2990862, TARA:0093665","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2014.05.002","The effectiveness of acupuncture in postoperative gastroparesis syndrome -A systematic review and meta-analysis","ST 36, CV 12, PC 6, SP 6, ST 40, SP 9, LV 3, ST 37, SP 10","ST 36, CV 12, PC 6, SP 6, ST 40, SP 9, LV 3, ST 37, SP 10","ST 36, CV 12, PC 6, SP 6, ST 40, SP 9, LR 3, ST 37, SP 10","","TARA:6463344, TARA:0434959, TARA:4311153, TARA:4385250, TARA:9531666, TARA:3553465, TARA:6499349, TARA:5918799, TARA:8433932","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1371/journal.pone.0082474","The Effectiveness of Acupuncture in Prevention and Treatment of Postoperative Nausea and Vomiting -A Systematic Review and Meta-Analysis","PC 6, K-K 9, K-D 2, BL 10, BL 11, BL 18, BL 19, BL 20, BL 21, BL 22, BL 23, BL 24, BL 25, BL 26, SP 4, SP 6, ST 34, ST 36, ST 44, GB 34, LI 4, LI 10, CV 12, LV 3, SP 9, ST 40","PC 6, K-K 9, K-D 2, BL 10, BL 11, BL 18, BL 19, BL 20, BL 21, BL 22, BL 23, BL 24, BL 25, BL 26, SP 4, SP 6, ST 34, ST 36, ST 44, GB 34, LI 4, LI 10, CV 12, LV 3, SP 9, ST 40","PC 6, KI 2, BL 10, BL 11, BL 18, BL 19, BL 20, BL 21, BL 22, BL 23, BL 24, BL 25, BL 26, SP 4, SP 6, ST 34, ST 36, ST 44, GB 34, LI 4, LI 10, CV 12, LR 3, SP 9, ST 40","K-K 9","TARA:4311153, TARA:3114756, TARA:0242146, TARA:1985889, TARA:9655874, TARA:6145687, TARA:3283628, TARA:4839095, TARA:3963382, TARA:0992296, TARA:7357260, TARA:0906448, TARA:4384020, TARA:7407065, TARA:4385250, TARA:8773594, TARA:6463344, TARA:8440155, TARA:8758950, TARA:0859695, TARA:0742938, TARA:0434959, TARA:6499349, TARA:3553465, TARA:9531666","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/00007632-199906010-00011","The Effectiveness of Acupuncture in the Management of Acute and Chronic Low Back Pain
A Systematic Review Within the Framework of the Cochrane
Collaboration Back Review Group","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1749-799X-7-36","The effectiveness of acupuncture in treating chronic non-specific low back pain: a systematic review of the literature","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/2046-4053-1-46","The effectiveness of acupuncture research across components of the trauma spectrum response (tsr): a systematic review of reviews","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2015-010759","The effectiveness of acupuncture versus clonazepam in patients with burning mouth syndrome","ST 8, GB 2, TE 21, SI 19, SI 18, LI 4, GV 20","ST 8, GB 2, TE 21, SI 19, SI 18, LI 4, GV 20","ST 8, GB 2, TE 21, SI 19, SI 18, LI 4, GV 20","","TARA:9946635, TARA:2849795, TARA:3361879, TARA:1772472, TARA:0287877, TARA:0859695, TARA:3386254","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2015/670963","The Effectiveness of Electroacupuncture for Functional Constipation: A Randomized, Controlled, Clinical Trial","ST 25, SP 14, ST 37","ST 25, SP 14, ST 37","ST 25, SP 14, ST 37","","TARA:5717468, TARA:1992799, TARA:5918799","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2004.10.803","The Effectiveness of Electroacupuncture Versus Electrical Heat Acupuncture in the Management of Chronic Low-Back Pain","BL 25, BL 26, GB 30, ST 36, BL 40","BL 25, BL 26, GB 30, ST 36, BL 40","BL 25, BL 26, GB 30, ST 36, BL 40","","TARA:0906448, TARA:4384020, TARA:9378285, TARA:6463344, TARA:5290080","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.apnr.2005.01.003","The effectiveness of hand acupuncture and moxibustion in decreasing pain and bcoldnessQ in Korea women who have had hysterectomy: a pilot study","A 1, A 4, A 6, A 8, A 12, A 16, A 33, F 19, F 6, B 1, B 4, B 5, B 6, B 7, B 14, B 19, B 24","A 1, A 4, A 6, A 8, A 12, A 16, A 33, F 19, F 6, B 1, B 4, B 5, B 6, B 7, B 14, B 19, B 24","BL 1, BL 4, BL 5, BL 6, BL 7, BL 14, BL 19, BL 24","A 1, A 4, A 6, A 8, A 12, A 16, A 33, F 19, F 6","TARA:1460220, TARA:0598260, TARA:7280334, TARA:1565977, TARA:9927492, TARA:9523348, TARA:6145687, TARA:7357260","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.2519/jospt.2017.7096","The Effectiveness of Trigger Point Dry Needling for Musculoskeletal Conditions by Physical Therapists: A Systematic Review and Meta-analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.surg.2014.08.062","The effects of acupuncture after thyroid surgery: A randomized, controlled trial","LI 4, PC 6","LI 4, PC 6","LI 4, PC 6","","TARA:0859695, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1479-828X.2006.00674.x","The effects of acupuncture during labour on nulliparous women:A randomised controlled trial","LI 4","LI 4","LI 4","","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/15119162.0/","The Effects of Acupuncture in Treatment of Coronary Heart Diseases","BL 15, CV 14, Xinping, BL 14, CV 17, PC 6","BL 15, CV 14, Xinping, BL 14, CV 17, PC 6","BL 15, CV 14, BL 14, CV 17, PC 6","Xinping","TARA:5797983, TARA:4823591, TARA:9523348, TARA:3472408, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2015/839470","The Effects of Acupuncture on Cerebral and Muscular Microcirculation: A Systematic Review of Near-Infrared Spectroscopy Studies","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.2106/JBJS.15.00620","The Effects of Acupuncture on Chronic Knee Pain Due to Osteoarthritis A Meta-Analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/humupd/dmt026","The effects of acupuncture on rates of clinical pregnancy among women undergoing in vitro fertilization: a systematic review and meta-analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/0304-3959(85)90074-0","The Effects of Acupuncture versus Placebo in the Treatment of Headache","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/28371571.0/","The effects of acupuncture versus sham acupuncture in the treatment of fibromyalgia: a randomized controlled clinical trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
