"Acupoint","WHO Location","Identified Locations","Identified Locations URI","Relation","Reference",""
"SI 7","","Ulnare","http://purl.obolibrary.org/obo/UBERON_0002445","TARA:locatedInRelationTo","",""
"SI 7","","Flexor Carpi Ulnaris Muscle","http://purl.obolibrary.org/obo/UBERON_0001522","TARA:locatedInRelationTo","",""
"SI 7","","Dorsal Wrist Crease","http://uri.interlex.org/base/ilx_0795333","TARA:locatedInRelationTo","",""
"SI 8","On the posteromedial aspect of the elbow, in the depression between the olecranon and the medial epicondyle of the humerus bone. Note: When the elbow is slightly flexed, SI 8 is located in the groove for the ulnar nerve.","Elbow","http://purl.obolibrary.org/obo/UBERON_0001461","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 91",""
"SI 8","","Olecranon","http://purl.obolibrary.org/obo/UBERON_0006810","TARA:locatedInRelationTo","",""
"SI 8","","Medial Epicondyle","http://purl.obolibrary.org/obo/UBERON_0006806","TARA:locatedInRelationTo","",""
"SI 8","","Humerus Bone","http://purl.obolibrary.org/obo/UBERON_0000976","TARA:locatedInRelationTo","",""
"SI 8","","Ulnar Nerve","http://purl.obolibrary.org/obo/UBERON_0001494","TARA:locatedInRelationTo","",""
"SI 9","On the shoulder girdle, posteroinferior to the shoulder joint, 1 B-cun superior to the posterior axillary fold. Note: When the arm is adducted, SI 9 is located 1 B-cun superior to the posterior axillary fold, posterior to the deltoid muscle.","Shoulder Girdle","http://purl.obolibrary.org/obo/UBERON_0001421","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 92",""
"SI 9","","Shoulder Joint","http://purl.obolibrary.org/obo/UBERON_0001470","TARA:locatedInRelationTo","",""
"SI 9","","Posterior Axillary Fold","http://uri.interlex.org/base/ilx_0795311","TARA:locatedInRelationTo","",""
"SI 9","","Deltoid Muscle","http://purl.obolibrary.org/obo/UBERON_0001476","TARA:locatedInRelationTo","",""
"SI 10","On the shoulder girdle, superior to the posterior axillary fold, in the depression inferior to the spine of the scapula.","Shoulder Girdle","http://purl.obolibrary.org/obo/UBERON_0001421","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 92",""
"SI 10","","Posterior Axillary Fold","http://uri.interlex.org/base/ilx_0795311","TARA:locatedInRelationTo","",""
"SI 10","","Scapula Spine","http://purl.obolibrary.org/obo/UBERON_0004651","TARA:locatedInRelationTo","",""
"SI 11","In the scapular region, in the depression between the upper one third and lower two thirds of the line connecting the midpoint of the spine of the scapula with the inferior angle of the scapula.","Scapular Region","http://uri.interlex.org/base/ilx_0795319","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 93",""
"SI 11","","Scapula","http://purl.obolibrary.org/obo/UBERON_0006849","TARA:locatedInRelationTo","",""
"SI 11","","Scapula Spine","http://purl.obolibrary.org/obo/UBERON_0004651","TARA:locatedInRelationTo","",""
"SI 12","In the scapular region, in the supraspinatous fossa, superior to the midpoint of the spine of the scapula.","Scapular Region","http://uri.interlex.org/base/ilx_0795319","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 93",""
"SI 12","","Scapula","http://purl.obolibrary.org/obo/UBERON_0006849","TARA:locatedInRelationTo","",""
"SI 12","","Supraspinatus Fossa","http://purl.obolibrary.org/obo/UBERON_0006849","TARA:locatedInRelationTo","",""
"SI 12","","Scapula Spine","http://purl.obolibrary.org/obo/UBERON_0004651","TARA:locatedInRelationTo","",""
"SI 13","In the scapular region, in the depression superior to the medial end of the spine of the scapula. Note: SI13 is located at the midpoint of the line connecting SI10 with the spinous process of the second thoracic vertebra (T2).","Scapular Region","http://uri.interlex.org/base/ilx_0795319","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 94",""
"SI 13","","Scapula","http://purl.obolibrary.org/obo/UBERON_0006849","TARA:locatedInRelationTo","",""
"SI 13","","Scapula Spine","http://purl.obolibrary.org/obo/UBERON_0004651","TARA:locatedInRelationTo","",""
"SI 13","","Second Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004627","TARA:locatedInRelationTo","",""
"SI 14","In the upper back region, at the same level as the inferior border of the spinous process of the first thoracic vertebra (T1), 3 B-cun lateral to the posterior median line. Note 1: SI14 is located at the intersection of two imaginary lines: the vertical line of the medial extremity of the spine of the scapula and the horizontal line inferior to the spinous process of the first thoracic vertebra (T1). Note 2: SI14 is located at the same level as BL11, gV13, and the inferior border of the spinous process of the first thoracic vertebra (T1).","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 94",""
"SI 14","","First Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004626","TARA:locatedInRelationTo","",""
"SI 14","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"SI 14","","Scapula Spine","http://purl.obolibrary.org/obo/UBERON_0004651","TARA:locatedInRelationTo","",""
"SI 15","In the upper back region, at the same level as the inferior border of the spinous pro- cess of the seventh cervical vertebra (C7), 2 B-cun lateral to the posterior median line. Note: SI15 is located at the intersection of two imaginary lines: the vertical line of the junction of the lateral one third and the medial two thirds of the line connecting the posterior median line with the medial border of the scapula and the horizontal line inferior to the spinous process of the seventh cervical vertebra (C7).","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 95",""
"SI 15","","Seventh Cervical Vertebra","http://purl.obolibrary.org/obo/UBERON_0004616","TARA:locatedInRelationTo","",""
"SI 15","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"SI 16","In the anterior region of the neck, posterior to the sternocleidomastoid muscle, at the same level as the superior border of the thyroid cartilage. Note 1: The sternocleidomastoid muscle is more distinct when the head is turned to the opposite side against resistance. Note 2: SI16 is located at the same level as St9, LI18 and the superior border of the thyroid cartilage. St9 is located anterior to the sternocleidomastoid muscle, SI16, posterior to the sternocleidomastoid muscle and LI18, midway between the anterior and posterior borders of the sternocleidomastoid muscle.","Neck","http://purl.obolibrary.org/obo/UBERON_0000974","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 95",""
"SI 16","","Sternocleidomastoid Muscle","http://purl.obolibrary.org/obo/UBERON_0001128","TARA:locatedInRelationTo","",""
"SI 16","","Thyroid Cartilage","http://purl.obolibrary.org/obo/UBERON_0001738","TARA:locatedInRelationTo","",""
"SI 17","In the anterior region of the neck, posterior to the angle of the mandible, in the depression anterior to the sternocleidomastoid muscle. Note: The sternocleidomastoid muscle is more distinct when the head is turned to the opposite side against resistance.","Neck","http://purl.obolibrary.org/obo/UBERON_0000974","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 96",""
"SI 17","","Mandible","http://purl.obolibrary.org/obo/UBERON_0001684","TARA:locatedInRelationTo","",""
"SI 17","","Sternocleidomastoid Muscle","http://purl.obolibrary.org/obo/UBERON_0001128","TARA:locatedInRelationTo","",""
"SI 18","On the face, inferior to the zygomatic bone, in the depression directly inferior to the outer canthus of the eye.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 96",""
"SI 18","","Zygomatic Bone","http://purl.obolibrary.org/obo/UBERON_0001683","TARA:locatedInRelationTo","",""
"SI 18","","Outer Canthus","http://purl.obolibrary.org/obo/UBERON_0006726","TARA:locatedInRelationTo","",""
"SI 18","","Eye","http://purl.obolibrary.org/obo/UBERON_0000019","TARA:locatedInRelationTo","",""
"SI 19","On the face, in the depression between the anterior border of the centre of the tragus and the posterior border of the condylar process of the mandible. Note: When the mouth is slightly opened, SI19 is located in the depression anterior to the centre of the tragus, between tE21 and gB2.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 97",""
"SI 19","","Tragus","http://purl.obolibrary.org/obo/UBERON_0010887","TARA:locatedInRelationTo","",""
"SI 19","","Mandible Condylar Process","http://purl.obolibrary.org/obo/UBERON_0004657","TARA:locatedInRelationTo","",""
"BL 1","On the face, in the depression between the superomedial parts of the inner canthus of the eye and the medial wall of the orbit. Note: When the eye is closed, BL1 is located in the depression 0.1 B-cun superior and medial to the inner canthus of the eye.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 100",""
"BL 1","","Inner Canthus","http://purl.obolibrary.org/obo/UBERON_0005611","TARA:locatedInRelationTo","",""
"BL 1","","Eye","http://purl.obolibrary.org/obo/UBERON_0000019","TARA:locatedInRelationTo","",""
"BL 1","","Orbital Cavity","http://purl.obolibrary.org/obo/UBERON_0004867","TARA:locatedInRelationTo","",""
"BL 2","On the head, in the depression at the medial end of the eyebrow. Note: A depression, the frontal notch, can often be palpated on the medial end of the eyebrow directly superior to BL1.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 100",""
"BL 2","","Eyebrow","http://purl.obolibrary.org/obo/UBERON_0010163","TARA:locatedInRelationTo","",""
"BL 2","","Frontal Notch","http://uri.interlex.org/base/ilx_0741726","TARA:locatedInRelationTo","",""
"BL 3","On the head, superior to the frontal notch, 0.5 B-cun superior to the anterior hairline. Note: Midway between GV24 and BL4.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 101",""
"BL 3","","Frontal Notch","http://uri.interlex.org/base/ilx_0741726","TARA:locatedInRelationTo","",""
"BL 3","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"BL 4","On the head, 0.5 B-cun superior to the anterior hairline, 1.5 B-cun lateral to the anterior median line. Note: At the junction of the medial one third and lateral two thirds of the line connecting gV24 with St8.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 101",""
"BL 4","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"BL 4","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"BL 5","On the head, 1 B-cun superior to the anterior hairline, 1.5 B-cun lateral to the anterior median line. Note: 0.5 B-cun superior to BL4, at the same level as gV23.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 102",""
"BL 5","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"BL 5","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
